"Academic Journal Guide 2024期刊目录（即ABS Journal Ranking 2024版目录）
源自 https://charteredabs.org/academic-journal-guide/academic-journal-guide-2024，共收录1822本期刊。",,,
1682,SOC SCI,American Journal of Sociology,4*
1683,SOC SCI,American Political Science Review ,4*
1684,SOC SCI,American Sociological Review,4*
1685,SOC SCI,Annual Review of Sociology,4*
1686,SOC SCI,Environment and Planning D: Society and Space,4
1687,SOC SCI,International Organization ,4
1688,SOC SCI,International Studies Quarterly ,4
1689,SOC SCI,Journal of Politics ,4
1690,SOC SCI,Risk Analysis,4
1691,SOC SCI,Social Science and Medicine,4
1692,SOC SCI,Socio-Economic Review,4
1693,SOC SCI,Sociology,4
1694,SOC SCI,Antipode,3
1695,SOC SCI,British Journal of Sociology,3
1696,SOC SCI,Business Strategy and the Environment,3
1697,SOC SCI,Development and Change,3
1698,SOC SCI,Economy and Society,3
1699,SOC SCI,Electoral Studies,3
1700,SOC SCI,Environmental Science & Technology,3
1701,SOC SCI,Environmental Science and Policy,3
1702,SOC SCI,European Sociological Review,3
1703,SOC SCI,Global Networks,3
1704,SOC SCI,Industrial and Corporate Change,3
1705,SOC SCI,Journal of Cultural Economy,3
1706,SOC SCI,Journal of Development Studies,3
1707,SOC SCI,Journal of European Social Policy,3
1708,SOC SCI,Journal of Social Policy,3
1709,SOC SCI,New Political Economy,3
1710,SOC SCI,Politics and Society,3
1711,SOC SCI,Progress in Human Geography,3
1712,SOC SCI,Public Opinion Quarterly,3
1713,SOC SCI,Quarterly Journal of Political Science,3
1714,SOC SCI,Research in Social Stratification and Mobility ,3
1715,SOC SCI,Review of International Political Economy,3
1716,SOC SCI,Social Forces,3
1717,SOC SCI,Social Science Research ,3
1718,SOC SCI,Sociological Methodology,3
1719,SOC SCI,Sociological Review,3
1720,SOC SCI,Sociology of Health and Illness,3
1721,SOC SCI,"Theory, Culture and Society",3
1722,SOC SCI,West European Politics,3
1723,SOC SCI,World Development,3
1724,SOC SCI,American Journal of Economics and Sociology,2
1725,SOC SCI,Capital and Class,2
1726,SOC SCI,Critical Social Policy,2
1727,SOC SCI,Current Sociology,2
1728,SOC SCI,Evaluation,2
1729,SOC SCI,Futures,2
1730,SOC SCI,Geoforum,2
1731,SOC SCI,Habitat International,2
1732,SOC SCI,Human Organization,2
1733,SOC SCI,Information Communication and Society,2
1734,SOC SCI,International Journal of Development Issues,2
1735,SOC SCI,International Journal of Green Energy,2
1736,SOC SCI,International Sociology,2
1737,SOC SCI,Journal of Business Law,2
1738,SOC SCI,Journal of Consumer Policy,2
1739,SOC SCI,Journal of Ethnic and Migration Studies,2
1740,SOC SCI,Journal of Industrial Ecology,2
1741,SOC SCI,Journal of Law and Society,2
1742,SOC SCI,Journal of Risk Research,2
1743,SOC SCI,Kyklos,2
1744,SOC SCI,Land Use Policy,2
1745,SOC SCI,Parliamentary Affairs,2
1746,SOC SCI,Political Quarterly,2
1747,SOC SCI,Political Studies,2
1748,SOC SCI,Research Evaluation,2
1749,SOC SCI,Review of Social Economy,2
1750,SOC SCI,Safety Science,2
1751,SOC SCI,Science and Public Policy,2
1752,SOC SCI,Science and Society,2
1753,SOC SCI,"Science, Technology and Society",2
1754,SOC SCI,Social Networks,2
1755,SOC SCI,Society and Business Review,2
1756,SOC SCI,Technology in Society,2
1757,SOC SCI,Time and Society,2
1758,SOC SCI,Area,1
1759,SOC SCI,Arts and the Market,1
1760,SOC SCI,Asia Europe Journal,1
1761,SOC SCI,China Report,1
1762,SOC SCI,Contemporary Education Dialogue,1
1763,SOC SCI,Environmental Economics,1
1764,SOC SCI,Ethnic and Racial Studies,1
1765,SOC SCI,Evaluation Review,1
1766,SOC SCI,Geographical Journal,1
1767,SOC SCI,Geopolitics under Globalization,1
1768,SOC SCI,"Gosudarstvo, Religiia, Tserkov' v Rossii i za Rubezhom / State, Religion and Church in Russia and Worldwide",1
1769,SOC SCI,"International Journal of Law, Crime and Justice",1
1770,SOC SCI,International Journal of Sociology and Social Policy,1
1771,SOC SCI,International Journal of Tourism Policy,1
1772,SOC SCI,International Migration Review,1
1773,SOC SCI,Journal of Asian Security and International Affairs,1
1774,SOC SCI,Journal of Globalization and Development,1
1775,SOC SCI,Journal of Humanities and Applied Social Sciences,1
1776,SOC SCI,Journal of International Studies,1
1777,SOC SCI,Journal of Leadership Studies,1
1778,SOC SCI,Journal of Studies in International Education ,1
1779,SOC SCI,Journal of Trust Research,1
1780,SOC SCI,Management of Environmental Quality,1
1781,SOC SCI,Millennial Asia,1
1782,SOC SCI,Négociations,1
1783,SOC SCI,Philosophy of Management,1
1784,SOC SCI,Policy Sciences,1
1785,SOC SCI,Population Studies,1
1786,SOC SCI,Progress in Development Studies,1
1787,SOC SCI,Review of European Studies ,1
1788,SOC SCI,Revista Produção e Desenvolvimento,1
1789,SOC SCI,"She Ji: The Journal of Design, Economics, and Innovation",1
1790,SOC SCI,Studies in Indian Politics,1
1791,SOC SCI,Sustainable Futures,1
1792,SOC SCI,The International Journal of Community and Social Development,1
1793,SOC SCI,Transactions of the Institute of British Geographers,1
1794,SOC SCI,Valuation Studies,1
1795,SOC SCI,Z'GuG Zeitschrift für Gemeinwirtschaft und Gemeinwohl - Journal of Social Economy and Social Welfare,1
1796,STRAT,Strategic Management Journal,4*
1797,STRAT,Global Strategy Journal,4
1798,STRAT,Long Range Planning,4
1799,STRAT,Strategic Organization,3
1800,STRAT,Strategy Science,3
1801,STRAT,Advances in Strategic Management,2
1802,STRAT,European Journal of Management and Business Economics,2
1803,STRAT,Journal of Competitiveness,2
1804,STRAT,Journal of Economics and Management Strategy,2
1805,STRAT,Journal of Organization Design,2
1806,STRAT,Strategic Change,2
1807,STRAT,Technology Analysis and Strategic Management,2
1808,STRAT,Central European Management Journal,1
1809,STRAT,Foresight,1
1810,STRAT,International Journal of Strategic Decision Sciences,1
1811,STRAT,Journal of Advances in Management Research,1
1812,STRAT,Journal of Business Models,1
1813,STRAT,Journal of Business Strategy,1
1814,STRAT,Journal of Change Management,1
1815,STRAT,Journal of Facilities Management,1
1816,STRAT,Journal of Strategic Contracting and Negotiation,1
1817,STRAT,Journal of Strategy and Management,1
1818,STRAT,M@n@gement,1
1819,STRAT,Management Review Quarterly,1
1820,STRAT,Negotiation and Conflict Management Research,1
1821,STRAT,Revista Brasileira de Gestão de Negócios,1
1822,STRAT,Strategy and Leadership,1
,,,
,,,
